id,title,category,tags,venue,startDate,endDate,match_status,match_score,place_name,place_type,address_full,district,lat,lon,osm_type,osm_id,osm_url,source_provider,source_url,raw_title,raw_date_text,scraped_at
kassir:krs:koncert:vecher-klassicheskoy-muzyiki,Вечер классической музыки,concert,music,Дом Актера (Красноярск),2026-04-25T17:00:00+07:00,2026-04-25T19:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/koncert/vecher-klassicheskoy-muzyiki,Вечер классической музыки,25 апреля 17:00 сб,2026-04-23T08:01:45Z
kassir:krs:koncert:pesenki-vertinskogo-1,Песенки Вертинского,concert,music,Красноярский драмтеатр им. А.С. Пушкина,2026-05-07T19:00:00+07:00,2026-05-07T21:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/koncert/pesenki-vertinskogo-1,Песенки Вертинского,7 мая 19:00 чт,2026-04-23T08:01:45Z
kassir:krs:koncert:monah-avel-vechnaya-lyubov_2026-05-12,Монах Авель. Вечная любовь,concert,music,Красноярская краевая филармония,2026-05-12T19:00:00+07:00,2026-05-12T21:30:00+07:00,exact,1.08,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/koncert/krasnoyarskaya-kraevaya-filarmoniya-2017/monah-avel-vechnaya-lyubov_2026-05-12,Монах Авель. Вечная любовь,12 мая 19:00 вт,2026-04-23T08:01:45Z
kassir:krs:koncert:queen-shou-bogemskaya-rapsodiya-v-soprovojdenii-simfonicheskogo-orkestra_2026-04-07,Queen. Шоу «Богемская рапсодия» в сопровождении симфонического оркестра,concert,"music, orchestra",Красноярская краевая филармония,2026-01-02T00:00:00+07:00,,exact,1.16,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/koncert/krasnoyarskaya-kraevaya-filarmoniya-2017/queen-shou-bogemskaya-rapsodiya-v-soprovojdenii-simfonicheskogo-orkestra_2026-04-07,Queen. Шоу «Богемская рапсодия» в сопровождении симфонического оркестра,2 января 2027,2026-04-23T08:01:45Z
kassir:krs:koncert:aleksandr-rayn-9,Александр Райн,concert,music,Дом Кино,2026-06-02T19:00:00+07:00,2026-06-02T21:30:00+07:00,exact,1.16,Дом кино,cinema,"проспект Мира, 88",Центральный район,56.0120943,92.864693,way,66007969,https://www.openstreetmap.org/way/66007969,kassir,https://krs.kassir.ru/koncert/aleksandr-rayn-9,Александр Райн,2 июня 19:00 вт,2026-04-23T08:01:45Z
kassir:krs:koncert:balet-igorya-moiseeva-13,Балет Игоря Моисеева,concert,"ballet, dance, music",Красноярская краевая филармония,2026-11-18T19:00:00+07:00,2026-11-18T21:30:00+07:00,exact,1.13,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/koncert/balet-igorya-moiseeva-13,Балет Игоря Моисеева,18 ноября 19:00 ср,2026-04-23T08:01:45Z
kassir:krs:koncert:opernyie-snyi-neyroseti,Оперные сны Нейросети,concert,music,Красноярский государственный театр оперы и балета,2026-05-01T00:00:00+07:00,,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/koncert/opernyie-snyi-neyroseti,Оперные сны Нейросети,1 – 14 мая,2026-04-23T08:01:45Z
kassir:krs:koncert:andru-donalds-zolotoy-golos-enigma,"Andru Donalds ""Золотой голос Энигма""",concert,music,Красноярская краевая филармония,2026-11-06T19:00:00+07:00,2026-11-06T21:30:00+07:00,exact,1.08,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/koncert/andru-donalds-zolotoy-golos-enigma,"Andru Donalds ""Золотой голос Энигма""",6 ноября 19:00 пт,2026-04-23T08:01:45Z
kassir:krs:koncert:formula-orkestra-motsart-otets-i-syin_2026-05-23,Формула оркестра. Моцарт: отец и сын,concert,"music, orchestra",Красноярский государственный театр оперы и балета,2026-05-23T19:00:00+07:00,2026-05-23T21:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/koncert/kgauk-krasnoyarskiy-gosudarstvennyiy-teatr-operyi-i-baleta/formula-orkestra-motsart-otets-i-syin_2026-05-23,Формула оркестра. Моцарт: отец и сын,23 мая 19:00 сб,2026-04-23T08:01:45Z
kassir:krs:koncert:gala-opera-1,Гала-опера,concert,"music, opera",Красноярский государственный театр оперы и балета,2026-07-05T18:00:00+07:00,2026-07-05T20:30:00+07:00,exact,1.28,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/koncert/gala-opera-1,Гала-опера,5 июля 18:00 вс,2026-04-23T08:01:45Z
kassir:krs:koncert:magiya-severa-volshebnyiy-kontsert-olenyi-uutay-34,Магия Севера. Волшебный концерт Олены УУТАй,concert,music,Красноярская краевая филармония,2026-10-07T19:00:00+07:00,2026-10-07T21:30:00+07:00,exact,1.16,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/koncert/magiya-severa-volshebnyiy-kontsert-olenyi-uutay-34,Магия Севера. Волшебный концерт Олены УУТАй,7 октября 19:00 ср,2026-04-23T08:01:45Z
kassir:krs:koncert:natalya-podolskaya-2,Наталья Подольская,concert,music,Красноярская краевая филармония,2026-10-05T19:00:00+07:00,2026-10-05T21:30:00+07:00,exact,1.08,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/koncert/natalya-podolskaya-2,Наталья Подольская,5 октября 19:00 пн,2026-04-23T08:01:45Z
kassir:krs:koncert:muzyikalnaya-sreda,Музыкальная среда,concert,music,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/koncert/muzyikalnaya-sreda,Музыкальная среда,май – июнь,2026-04-23T08:01:45Z
kassir:krs:koncert:oleg-pogudin-krasnoyarsk,Олег Погудин Красноярск,concert,music,Красноярская краевая филармония,2026-10-06T19:00:00+07:00,2026-10-06T21:30:00+07:00,exact,1.08,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/koncert/oleg-pogudin-krasnoyarsk,Олег Погудин Красноярск,6 октября 19:00 вт,2026-04-23T08:01:45Z
kassir:krs:koncert:silva-edvin-i-drugie,"Сильва, Эдвин и другие",concert,music,Красноярский государственный театр оперы и балета,2026-05-17T15:00:00+07:00,2026-05-17T17:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/koncert/silva-edvin-i-drugie,"Сильва, Эдвин и другие",17 мая 15:00 вс,2026-04-23T08:01:45Z
kassir:krs:koncert:muzyika-zemli-russkoy,Музыка земли русской,concert,music,Красноярский государственный театр оперы и балета,2026-05-10T15:00:00+07:00,2026-05-10T17:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/koncert/muzyika-zemli-russkoy,Музыка земли русской,10 мая 15:00 вс,2026-04-23T08:01:45Z
kassir:krs:teatr:12-vekov-mujestva,12 веков мужества,theatre,theatre,Красноярский государственный театр оперы и балета,2026-06-12T18:00:00+07:00,2026-06-12T20:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/12-vekov-mujestva,12 веков мужества,12 июня 18:00 пт,2026-04-23T08:01:45Z
kassir:krs:koncert:kto-skazal-chto-nujno-brosit-pesni-na-voyne,"Кто сказал, что нужно бросить песни на войне?",concert,music,Красноярский драмтеатр им. А.С. Пушкина,2026-05-08T19:00:00+07:00,2026-05-08T21:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/koncert/kto-skazal-chto-nujno-brosit-pesni-na-voyne,"Кто сказал, что нужно бросить песни на войне?",8 мая 19:00 пт,2026-04-23T08:01:45Z
kassir:krs:koncert:pobeda-budet-za-nami,Победа будет за нами,concert,"kids, music",Красноярский драмтеатр им. А.С. Пушкина,2026-05-09T18:00:00+07:00,2026-05-09T20:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/koncert/pobeda-budet-za-nami,Победа будет за нами,9 мая 18:00 сб,2026-04-23T08:01:45Z
kassir:krs:teatr:jenschinyi-7,Женщины,theatre,theatre,Красноярский государственный театр оперы и балета,2026-04-27T19:00:00+07:00,2026-04-27T21:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/jenschinyi-7,Женщины,27 апреля 19:00 пн,2026-04-23T08:01:45Z
kassir:krs:teatr:myi-letim,Мы летим,theatre,theatre,Красноярская краевая филармония,2026-04-26T18:00:00+07:00,2026-04-26T20:30:00+07:00,exact,1.08,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/teatr/myi-letim,Мы летим,26 апреля 18:00 вс,2026-04-23T08:01:45Z
kassir:krs:teatr:ya-vas-tak-ne-otpuschu,Я Вас так не отпущу и привет Котопесику,theatre,theatre,Дом Актера (Красноярск),2026-04-25T14:30:00+07:00,2026-04-25T17:00:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/ya-vas-tak-ne-otpuschu,Я Вас так не отпущу и привет Котопесику,25 апреля 14:30 сб,2026-04-23T08:01:45Z
kassir:krs:teatr:on-ona-shpion-balkon,"Он, она, шпион, балкон",theatre,theatre,Дом Актера (Красноярск),2026-04-24T21:30:00+07:00,2026-04-25T00:00:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/on-ona-shpion-balkon,"Он, она, шпион, балкон",24 апреля 21:30 пт,2026-04-23T08:01:45Z
kassir:krs:teatr:evgeniy-onegin,Евгений Онегин,theatre,theatre,Красноярский государственный театр оперы и балета,2026-04-26T00:00:00+07:00,,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/evgeniy-onegin,Евгений Онегин,"25 , 26 апреля",2026-04-23T08:01:45Z
kassir:krs:teatr:lyubov-v-stile-disco,Любовь в стиле Disco,theatre,theatre,Дом Актера (Красноярск),,,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/lyubov-v-stile-disco,Любовь в стиле Disco,апрель – май,2026-04-23T08:01:45Z
kassir:krs:teatr:evgeniy-mironov-v-spektakle-russkiy-krest_2026-04-23,"Спектакль ""Русский крест"". Евгений Миронов",theatre,theatre,Красноярская краевая филармония,2026-04-23T19:00:00+07:00,2026-04-23T21:30:00+07:00,exact,1.13,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/teatr/krasnoyarskaya-kraevaya-filarmoniya-2017/evgeniy-mironov-v-spektakle-russkiy-krest_2026-04-23,"Спектакль ""Русский крест"". Евгений Миронов",23 апреля 19:00 чт,2026-04-23T08:01:45Z
kassir:krs:teatr:dnevnik-tolstushki,Дневник толстушки,theatre,theatre,Дом Актера (Красноярск),2026-04-28T19:00:00+07:00,2026-04-28T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/dnevnik-tolstushki,Дневник толстушки,28 апреля 19:00 вт,2026-04-23T08:01:45Z
kassir:krs:teatr:viktor-suhorukov-monospektakl-schastlivyie-dni-2,"Виктор Сухоруков. ""Счастливые дни""",theatre,theatre,Красноярская краевая филармония,2026-05-20T19:00:00+07:00,2026-05-20T21:30:00+07:00,exact,1.08,Красноярская краевая филармония,arts_centre,"проспект Мира, 2Б",Центральный район,56.0124777,92.894712,way,60219525,https://www.openstreetmap.org/way/60219525,kassir,https://krs.kassir.ru/teatr/viktor-suhorukov-monospektakl-schastlivyie-dni-2,"Виктор Сухоруков. ""Счастливые дни""",20 мая 19:00 ср,2026-04-23T08:01:45Z
kassir:krs:teatr:tantsuy-so-mnoy-spektakl-5,Танцуй со мной. Спектакль,theatre,theatre,Красноярский государственный театр оперы и балета,2026-05-18T19:00:00+07:00,2026-05-18T21:30:00+07:00,exact,1.28,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/teatr/tantsuy-so-mnoy-spektakl-5,Танцуй со мной. Спектакль,18 мая 19:00 пн,2026-04-23T08:01:45Z
kassir:krs:teatr:koshmariki,Кошмарики,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/koshmariki,Кошмарики,апрель – июнь,2026-04-23T08:01:45Z
kassir:krs:teatr:malchishnik-po-italyanski,Мальчишник по-итальянски,theatre,theatre,Дом Актера (Красноярск),2026-05-03T14:00:00+07:00,2026-05-03T16:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/malchishnik-po-italyanski,Мальчишник по-итальянски,3 мая 14:00 вс,2026-04-23T08:01:45Z
kassir:krs:teatr:chto-sluchilos-s-radugoy,Что случилось с радугой?,theatre,theatre,Дом Актера (Красноярск),2026-04-25T11:00:00+07:00,2026-04-25T13:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/chto-sluchilos-s-radugoy,Что случилось с радугой?,25 апреля 11:00 сб,2026-04-23T08:01:45Z
kassir:krs:teatr:s-mamoy-ne-shutyat,С мамой не шутят,theatre,theatre,Дом Актера (Красноярск),2026-05-01T14:00:00+07:00,2026-05-01T16:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/s-mamoy-ne-shutyat,С мамой не шутят,1 мая 14:00 пт,2026-04-23T08:01:45Z
kassir:krs:teatr:vladivostok-moskva,Владивосток-Москва,theatre,theatre,Дом Актера (Красноярск),2026-05-27T19:00:00+07:00,2026-05-27T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/vladivostok-moskva,Владивосток-Москва,27 мая 19:00 ср,2026-04-23T08:01:45Z
kassir:krs:teatr:dva-muja-po-odnoy-tsene,Два мужа по цене одного,theatre,theatre,Дом Актера (Красноярск),,,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/dva-muja-po-odnoy-tsene,Два мужа по цене одного,апрель – май,2026-04-23T08:01:45Z
kassir:krs:teatr:ya-babushka-iliko-i-illarion-8,"Я, бабушка, Илико и Илларион",theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/ya-babushka-iliko-i-illarion-8,"Я, бабушка, Илико и Илларион",апрель – июнь,2026-04-23T08:01:45Z
kassir:krs:teatr:salon-krasotyi-ili-o-chem-govoryat-jenschinyi-11,"Салон красоты, или о чем говорят женщины",theatre,theatre,Дом Актера (Красноярск),2026-05-31T00:00:00+07:00,,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/salon-krasotyi-ili-o-chem-govoryat-jenschinyi-11,"Салон красоты, или о чем говорят женщины","15 , 31 мая",2026-04-23T08:01:45Z
kassir:krs:teatr:jenitba,Женитьба,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/jenitba,Женитьба,апрель – июнь,2026-04-23T08:01:45Z
kassir:krs:teatr:vremya-jenschin-2,Время женщин,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,,,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/vremya-jenschin-2,Время женщин,апрель – июнь,2026-04-23T08:01:45Z
kassir:krs:teatr:zverskiy-detektiv_2026-04-26,Зверский детектив,theatre,"kids, theatre",Красноярский драмтеатр им. А.С. Пушкина,2026-04-26T11:00:00+07:00,2026-04-26T13:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/teatr-imeni-as-pushkina/zverskiy-detektiv_2026-04-26,Зверский детектив,26 апреля 11:00 вс,2026-04-23T08:01:45Z
kassir:krs:teatr:yo-moyo,Ё-моё,theatre,theatre,Дом Актера (Красноярск),2026-05-10T17:00:00+07:00,2026-05-10T19:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/yo-moyo,Ё-моё,10 мая 17:00 вс,2026-04-23T08:01:45Z
kassir:krs:teatr:razgovor-s-angelom-za-sekundu-do-probujdeniya,Разговор с ангелом за секунду до пробуждения,theatre,theatre,Дом Актера (Красноярск),2026-04-27T19:00:00+07:00,2026-04-27T21:30:00+07:00,exact,1.08,Дом актера,theatre,"660000, Красноярск, улица Бограда",Центральный район,56.0087597,92.8756067,node,3158291836,https://www.openstreetmap.org/node/3158291836,kassir,https://krs.kassir.ru/teatr/razgovor-s-angelom-za-sekundu-do-probujdeniya,Разговор с ангелом за секунду до пробуждения,27 апреля 19:00 пн,2026-04-23T08:01:45Z
kassir:krs:festivali:vesennie-horovyie-kapellyi,Весенние хоровые капеллы,other,,Красноярский государственный театр оперы и балета,2026-05-24T18:00:00+07:00,2026-05-24T20:30:00+07:00,exact,1.16,Красноярский государственный театр оперы и балета,theatre,"660049, улица Перенсона, 2",Центральный район,56.0086563,92.868386,way,172602508,https://www.openstreetmap.org/way/172602508,kassir,https://krs.kassir.ru/festivali/vesennie-horovyie-kapellyi,Весенние хоровые капеллы,24 мая 18:00 вс,2026-04-23T08:01:45Z
kassir:krs:teatr:master-i-margarita_2026-06-03,Мастер и Маргарита,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-03T19:00:00+07:00,2026-06-03T21:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/teatr-imeni-as-pushkina/master-i-margarita_2026-06-03,Мастер и Маргарита,3 июня 19:00 ср,2026-04-23T08:01:45Z
kassir:krs:teatr:podarok-sudbyi_2026-06-03,Подарок судьбы,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-03T19:00:00+07:00,2026-06-03T21:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/teatr-imeni-as-pushkina/podarok-sudbyi_2026-06-03,Подарок судьбы,3 июня 19:00 ср,2026-04-23T08:01:45Z
kassir:krs:teatr:severnyie-ptitsyi_2026-06-02,Северные птицы,theatre,theatre,Красноярский драмтеатр им. А.С. Пушкина,2026-06-02T19:00:00+07:00,2026-06-02T21:30:00+07:00,fuzzy,0.8617,Красноярский драматический театр имени А. С. Пушкина,theatre,"660049, проспект Мира, 73",Центральный район,56.0113314,92.8655873,way,66007532,https://www.openstreetmap.org/way/66007532,kassir,https://krs.kassir.ru/teatr/teatr-imeni-as-pushkina/severnyie-ptitsyi_2026-06-02,Северные птицы,2 июня 19:00 вт,2026-04-23T08:01:45Z
